date,user_id,detail_id
10/5/2022,01GSTC02A99NYWM46SSG57F2WQ,01GSTC02AAEYZF29KRMV0ZVCTD
2/16/2023,01GSTC02AA6RW15Y78MYVJQK4H,01GSTC02AA76DVXHFDN4NB0Q6V
10/18/2022,01GSTC02ABXD2RSGK3583MAF11,01GSTC02AB3GCESBKNG9CBAA22
5/6/2022,01GSTC02ACC45T2H296EXZHWDE,01GSTC02AD72DXAYHYNDRVAEWY
7/6/2022,01GSTC02ADZ037YAH3CQHYADWJ,01GSTC02AEWEM3XF7RRXM3THD8
3/1/2022,01GSTC02AE45BWRMCS9PPJ6X4W,01GSTC02AFVF7MXWE8JKJBK062
10/11/2022,01GSTC02AFWWJWHYZASCY3NHPG,01GSTC02AFVS5D8YF3QK4FWXEZ
2/21/2022,01GSTC02AGPZDF9TEDM62SFWQ0,01GSTC02AG4WJND2A1640DTWN9
5/1/2022,01GSTC02AH6XA3YPD3VJ8CJP6K,01GSTC02AH3WDDFKHC83J2AN01
3/14/2022,01GSTC02AJ4SV2NEBX1QSXE1ZX,01GSTC02AJP89F0015WH27SRP8
1/12/2023,01GSTC02AJK3W2TPJZD41BMX1X,01GSTC02AKZQKATRNA1VWDTTP8
9/17/2022,01GSTC02AMF5G3EFMW6SN6D3TF,01GSTC02AMSKKG9RTTXF2BEXJK
3/1/2022,01GSTC02ANX4WESMXBKRG6R1Z8,01GSTC02AN871F73SMNF74D4CJ
8/5/2022,01GSTC02ANC4CG3XSRQH74Z3TZ,01GSTC02APYNJ48HBTCX43ZNGJ
6/12/2022,01GSTC02APD653ZJ7SPMNTBBQ8,01GSTC02APRC1JPTKTJEK77SEY
6/26/2022,01GSTC02AQBV9Q42MYD5HY68P0,01GSTC02AQ6KT5NQ6JTG2HCRDH
12/10/2022,01GSTC02ARH21JPT6N0A29T0AZ,01GSTC02AR2EK6TRVZSP9DV0YY
7/11/2022,01GSTC02ASC57P3KE997JMXTY0,01GSTC02AS8723T3Q0AF02MCKW
4/11/2022,01GSTC02AS0JP3AXM9ZW5345R0,01GSTC02ATEB90AMAEVS56ZEHB
8/5/2022,01GSTC02ATPZRF918YD94ZFP2S,01GSTC02AV8Z6E02WN5TG33GKR
8/28/2022,01GSTC02AV12PRJJVS81T6R3KS,01GSTC02AVHZAV712AFHRYCG71
3/13/2022,01GSTC02AWQBVKSQX6Y44MA88C,01GSTC02AW2BJNF5G5YB2YFV4G
8/17/2022,01GSTC02AXAT33EHEP4206ZQ2B,01GSTC02AXNGMWBCDTWSV9NGHF
1/28/2023,01GSTC02AXXKRG5HT7AGT46KND,01GSTC02AYRQ1Z6P93H6M9YFW6
10/8/2022,01GSTC02AYGRQ613XVNR318MAH,01GSTC02AY3WTZ94D3NT2ZZE93
1/11/2023,01GSTC02AZQSGWAT70E12W6HAY,01GSTC02B0D72C1E4RYHF60BVH
4/29/2022,01GSTC02B09W91XCTX91Y26CGG,01GSTC02B0DPRHD33T46DAW3BZ
1/25/2023,01GSTC02B11FJYAMA2PK8M06B1,01GSTC02B1VBJ3Y93P54MM6E8K
8/31/2022,01GSTC02B2EQ8PNNBJT7XHJART,01GSTC02B2S9D8D8G62TRW73PD
7/13/2022,01GSTC02B3DEM35DBSV7345329,01GSTC02B38B9R5ZRNM8MGRS0G
10/17/2022,01GSTC02B3NXC5P168CK7VZJ16,01GSTC02B43DNSC6K1E36NBBYW
1/12/2023,01GSTC02B4APKSPMXRT5TGK7FY,01GSTC02B5Q284SY6R7NDA6Y9B
5/9/2022,01GSTC02B5A63G0TNNZKN4CKBW,01GSTC02B58PGGWW5CPZMGM228
6/15/2022,01GSTC02B6GZ10TDF3B44MBZT6,01GSTC02B6A6M68444XJYV80YB
9/27/2022,01GSTC02B7Y32YEVFY88STYJF2,01GSTC02B73DZ9RYWAKYABED4B
1/31/2022,01GSTC02B8NXTTH4YQMH0RHJWY,01GSTC02B8MCT7RZMFB2J5E80M
5/27/2022,01GSTC02B9Q7MTVSEMEF9YNV55,01GSTC02B95YDD5T1WN6JBD0G2
5/30/2022,01GSTC02B93DPYEG1S6GND6EBV,01GSTC02BA7S6KFVHPXR33JWX9
10/28/2022,01GSTC02BAF698WA7ZW3WTVAF7,01GSTC02BATHJE66TCFVYYFH2G
8/6/2022,01GSTC02BBKP4D85B79X44WB2J,01GSTC02BBEQN5R0GH2CYYZKBZ
3/16/2022,01GSTC02BC4YVT38PC3YBT1XND,01GSTC02BC2VPAGGFPTPR93YFB
1/23/2023,01GSTC02BD081FST41RP0R5MRA,01GSTC02BD3HWGPAGKMXVZZ8GM
3/18/2022,01GSTC02BEDC92W3ZAKYY0D0JS,01GSTC02BEJ4F2WRQFA1Z8R0W6
1/13/2023,01GSTC02BFRFCK2593F8175H7Q,01GSTC02BFX1N1T1PJHQDWRNE5
7/19/2022,01GSTC02BGSWR67QJZ81HP7AKS,01GSTC02BGW0GHPAWZH5HZB36P
4/23/2022,01GSTC02BH185AG3206PFSK64Q,01GSTC02BHJKGW38P551YQAKFK
9/18/2022,01GSTC02BJWPKAJJX47E7PCP61,01GSTC02BKG6GQ0XMFGNWSY0CS
12/29/2022,01GSTC02BKK7KR3ZAJBMSKWY5Q,01GSTC02BKHDPST9G2929JD4RV
1/26/2022,01GSTC02BMFBMWW6J8BPWV8GZ7,01GSTC02BMW4GKJZE19MP1SKX0
11/12/2022,01GSTC02BNBSSXFCECQWP6NRWK,01GSTC02BNRWHK8D0QG1NF9TJY
7/28/2022,01GSTC02BPVA6N50F8C66BZ321,01GSTC02BPRVESVKFY5VZT4RXS
4/11/2022,01GSTC02BQDMEDQV8PBAECJ9WB,01GSTC02BQW5E63KKF63XBDZ5J
1/19/2022,01GSTC02BR3AS8HMCQ4KH9JR9Q,01GSTC02BSS9JDATA3ZBBG7EQ6
2/6/2022,01GSTC02BTPNKBZD4HK2EEQXSW,01GSTC02BTQP6H4DE78HSDKAEX
12/8/2022,01GSTC02BVVWQ7WRDSKFT3MPHK,01GSTC02BWHMMGHTB2904SQJBQ
7/26/2022,01GSTC02BWZCWKSG8CDKB7KBWZ,01GSTC02BX3H965Q20JVZW9KNP
12/19/2022,01GSTC02BXYJ46KXFVQ4PM8QZ3,01GSTC02BYENHMV0X8YQDSCSZ6
2/6/2022,01GSTC02BYZ2XJJHX8S7MC3NDJ,01GSTC02BY55RSV2F7ZJQKRK4N
2/2/2022,01GSTC02BZZ99T8D045D8P4QF4,01GSTC02BZNPTESMWV5B1J4K60
1/22/2022,01GSTC02C0RM6VGPG9J1ETARFS,01GSTC02C02WPYNSX9Q8SA88GK
1/21/2022,01GSTC02C1P1JDM028D3C7Q4YB,01GSTC02C1HK8T6Z1QZ70SB707
2/2/2022,01GSTC02C262QDV1DCW4MV4WSH,01GSTC02C2G4C975SW94K3QM60
9/19/2022,01GSTC02C2V3FVM9PWRC0SAZMG,01GSTC02C3MHNTXX5TZCNPYQMZ
3/26/2022,01GSTC02C3EG59DR9Q8XH3NA23,01GSTC02C4KB76G9FGS04EA6M6
1/19/2022,01GSTC02C5PTHVHPFQ180HEHJW,01GSTC02C58VRHXJCT61YGF727
9/21/2022,01GSTC02C676XE9BZBFAK14AD6,01GSTC02C6A07BC88571RSK4DD
7/21/2022,01GSTC02C7G3ZNY5ZNGWJ8KMCJ,01GSTC02C7KM2ARPXP12ZMKWSD
5/8/2022,01GSTC02C74HX5JVHSQ58HW6HQ,01GSTC02C8QB4EEATHAZAZ138M
2/18/2022,01GSTC02C9EDYRQNE7G5KDFGR9,01GSTC02C96D1M5TZ15Q273DAH
5/28/2022,01GSTC02C9XHV1VKGQ99Q662ZF,01GSTC02CA1C6E33A6DFJJ33K5
2/28/2022,01GSTC02CA96XPG6VASDN0Z1SR,01GSTC02CBKYVKM2K71N0AHXWW
1/6/2022,01GSTC02CB7SGTRTPX5SETZWHQ,01GSTC02CB91XKTC1AXV2H536K
9/28/2022,01GSTC02CC5KECH0EYPFDQK716,01GSTC02CD2CEXKZ26WHXH3YRJ
4/22/2022,01GSTC02CDDGTP89AMGQKG257T,01GSTC02CE2FMTSR1M3XG81TRF
5/15/2022,01GSTC02CFGF9THWHSVFS7999R,01GSTC02CF14TJ0YBJHT7RFX3M
3/28/2022,01GSTC02CG3VP0BSF2WGHTDXX4,01GSTC02CG9PTRHWYQYFFB1JGT
2/1/2023,01GSTC02CHG3AHTWDE96P7M8KP,01GSTC02CHF6XDMCSHW5TSNQ28
12/11/2022,01GSTC02CJ4RD1KXJA4ZJA09NV,01GSTC02CKPT2T6AR5BVVPNGVZ
11/29/2022,01GSTC02CMAVHVJ0JRJDFX1YQ1,01GSTC02CMKKJQ6Z6PFR7V1K3P
11/14/2022,01GSTC02CN5G5A9R8A3WJXY8DG,01GSTC02CNTCB6E58RH5ZR64W4
4/6/2022,01GSTC02CP6G227SEBBKAE10SW,01GSTC02CPJ1GM5APAMW2FZFMX
3/19/2022,01GSTC02CQ2AE3K8KVKF5GAZY0,01GSTC02CR08JGADN7E1XZVB6B
4/19/2022,01GSTC02CRR5DBTBQRHKA5CN2F,01GSTC02CSXD6N6SQX3Q47CC14
1/4/2023,01GSTC02CS1ZK16RT762C38J1E,01GSTC02CTZJ7QKDPAES7YP6QY
11/4/2022,01GSTC02CTZ8XMGQN7RXT1CYK8,01GSTC02CVKGEWW55SH43HP827
2/4/2022,01GSTC02CVZE9MCEW8653E9PCE,01GSTC02CWK21PPRW1M05Z3YSF
12/20/2022,01GSTC02CWY5K4YWBHJGGMT6K2,01GSTC02CXVQ8Q2JGZ5EB890Y3
2/22/2022,01GSTC02CXM591PDSDE41WGHCY,01GSTC02CXM2QBJEWMJ6J93JTT
1/21/2022,01GSTC02CY3F0CHJJCYEHFTVJ1,01GSTC02CY6ZZYFT42XAXD66ZT
11/3/2022,01GSTC02CZ1ZD1FQ6N5QSAQZ8N,01GSTC02CZQFRHPGG9SGR9437J
12/26/2022,01GSTC02D0SY0CCC7VSZDRXY1J,01GSTC02D0CBAR5M1DX46894ES
11/6/2022,01GSTC02D1EBYRD3J21A5VF7WH,01GSTC02D1NPPBEWQ090HF4DNY
8/6/2022,01GSTC02D1GCTN6DA871QNMJF5,01GSTC02D2TKRMHEYNQFXKHV92
5/1/2022,01GSTC02D2HPQ5ZSTKJSR556CB,01GSTC02D3V8K91RF15J194RW4
9/23/2022,01GSTC02D47NQJWGXZQFMM0R6K,01GSTC02D4R924GWM0733C3EET
5/2/2022,01GSTC02D4RQAH7M343M1E14A1,01GSTC02D598T8Q82FAX3A5R89
7/1/2022,01GSTC02D5WN0XSZ93AYXK1R75,01GSTC02D66M5JX0N2RM2GM6MQ
3/28/2022,01GSTC02D6TF678HB6MGW79A6R,01GSTC02D6QRANREZ1TY5NAXAW
5/29/2022,01GSTC02D7F9PMZ2HNP6W9GQN2,01GSTC02D7GXH541FV6YZTTEZB
10/14/2022,01GSTC02D8VZSQ1BXRMFD21JH2,01GSTC02D85WJEV9ZWJP8DP4VD
1/8/2022,01GSTC02D9X92VSBFDRYT84R9K,01GSTC02D91X0F7NT9FVG25GD4
11/20/2022,01GSTC02DATJMS3HGDVYSVH35T,01GSTC02DBET65208AAHQYS2XZ
4/21/2022,01GSTC02DBW4WDF1F4KSDF6QMC,01GSTC02DBF1H410Q1346H5BB3
4/15/2022,01GSTC02DC3TSJF372K9QVZNQT,01GSTC02DD05MA19Q3J15GH95B
1/7/2023,01GSTC02DEE0C9TYEMN68PWQE8,01GSTC02DE73N25MG10PDNFGND
3/19/2022,01GSTC02DFSW897E7BK3YDN3T2,01GSTC02DFFYVE2DM14N8FFTGG
8/23/2022,01GSTC02DGJXTWQAYXK1S9V3S1,01GSTC02DGC5VGFQBDS2RSNZSW
5/1/2022,01GSTC02DH0YTGX4MFZX2WNMA9,01GSTC02DHVSZRD2YFZJ7HCKQB
9/10/2022,01GSTC02DHG0X43M2VHST35HV3,01GSTC02DJJK6YNZAWSZ8V06AS
7/1/2022,01GSTC02DJBCKWR41T94ZWRNN2,01GSTC02DJ7XASQC9VFJ8A9Q4H
9/21/2022,01GSTC02DKQSDR7PJBVJ0TFMQX,01GSTC02DKMVK1QTYWQP42PVNF
8/19/2022,01GSTC02DMK3KEY8WQWAVRT81N,01GSTC02DMVXN94B72N76A1G9E
2/3/2022,01GSTC02DNQ7RRDJXCEH9Y578P,01GSTC02DNMB4W71RX6PM29NGC
1/1/2022,01GSTC02DPMMGAWXKRA5GGFRKQ,01GSTC02DPDDSZYYZHN5DZRBW1
6/29/2022,01GSTC02DQZB50EB1BNQZ7G91Z,01GSTC02DQGTCASB3F68GJN878
8/10/2022,01GSTC02DRJQAWEW24S0EF8DNE,01GSTC02DR6AY10FT30N9AH9H1
4/15/2022,01GSTC02DST7HD3SFTYTERWV4Y,01GSTC02DSGMJV73TDTFKPKYWV
6/13/2022,01GSTC02DS7MYQEGHWKZYDQK0Q,01GSTC02DT445QDN5B8RCSTWXX
12/6/2022,01GSTC02DTRSNKWW4V09XG2VVZ,01GSTC02DVC7QQWZABYAP5FG1F
4/27/2022,01GSTC02DV1S6Z99YEQ605M93N,01GSTC02DW8RF386QNBE6H6H0B
8/26/2022,01GSTC02DWEFR12BBWNRWC2EJQ,01GSTC02DXWN6QSAVTE41XJ790
3/24/2022,01GSTC02DX0CP3CY5JZK9JMH2C,01GSTC02DX9SVE1JD393276TF0
10/11/2022,01GSTC02DYMV03BZRW0KRBBPRA,01GSTC02DYQQ9BGFCXAGWZ39QD
5/17/2022,01GSTC02DZPY3QAG37ZD0025TZ,01GSTC02DZWV5QG1ZQY721P442
5/15/2022,01GSTC02E0VP7Z2WRTS5JJZ8KM,01GSTC02E0TTD3GXB2RD97H5PM
11/11/2022,01GSTC02E1RN6FKZ8PT9JA6277,01GSTC02E10T6PY6XEYZD3SBM2
3/18/2022,01GSTC02E2DZ1FRF98162YZFV3,01GSTC02E20Z38YA00AHH92RAQ
2/1/2023,01GSTC02E390XDG60AJEE1WPE5,01GSTC02E3A3NQNPHS49ED4D9N
10/29/2022,01GSTC02E4R7QCRJV7EYVY1MQ1,01GSTC02E439QNYZ13FDQARXJ8
11/1/2022,01GSTC02E54C52SJ24HFKC5Z5J,01GSTC02E52AZK4WHTEQ6VFXJ4
3/19/2022,01GSTC02E6W7X89Z5P4TDH862Q,01GSTC02E6Y3TJ03808NARCMSV
7/17/2022,01GSTC02E6H13AD8JRN48P1309,01GSTC02E7K3XR8N7PC98RY22A
9/25/2022,01GSTC02E7QNH9M5HQ5HWG6CBH,01GSTC02E8FY2XHWXG5MXVDYJR
2/8/2023,01GSTC02E87D1GMYAFH99JSW25,01GSTC02E86DYD65MTQPGTSH3Z
10/21/2022,01GSTC02E9T9FQ3JQYHGDF67MK,01GSTC02E95Y2D9YQEKX37FGFR
6/14/2022,01GSTC02EAAR7FEADA35260W9V,01GSTC02EAMBKBCGK4A4WJX7K0
6/28/2022,01GSTC02EAKHB07FNJD4KFT0VZ,01GSTC02EB0NSANSN9QX1KGSQJ
1/27/2022,01GSTC02EBY75RK105002D933N,01GSTC02EBJN09APXCA80DP0WP
6/18/2022,01GSTC02ECY39HPXE0QVV4KZPA,01GSTC02EC5HEKP70E56WRD15M
2/27/2022,01GSTC02ED9DNAR8AF90Q91WT2,01GSTC02EDA2W4ZNNBQ5WJQRZ2
6/11/2022,01GSTC02EDE7XA21MY6TT54FPC,01GSTC02EEKD6N73THGF7MZKF7
12/18/2022,01GSTC02EETZARMGERYY715FQ6,01GSTC02EFTEQH3STEX3Z457ZR
7/1/2022,01GSTC02EFKTB5JQ0Z4GYGMFCQ,01GSTC02EFHM8A8ZTKWE3Q0ZKX
2/18/2023,01GSTC02EG4Y2SNF30WWHEMB7S,01GSTC02EGNBER8X7XH898Y7H5
10/29/2022,01GSTC02EH9NK9MHF93ZBJ0CKX,01GSTC02EHJ4VKCAGT1HSF79FG
10/25/2022,01GSTC02EJ1EGSSCMH6WWHE70M,01GSTC02EJ9WC4D9GJY8SX8ST2
7/11/2022,01GSTC02EKNEDE6MD29ET0B9BT,01GSTC02EKC1T0816716YYK09W
7/20/2022,01GSTC02EKV1XM0F2SYJRGB2JG,01GSTC02EM40CK5D7EG0GR7HY4
5/6/2022,01GSTC02EMGDQQ6DNMW8MZEJ82,01GSTC02ENGCSY06W6T6RYHPMC
5/21/2022,01GSTC02ENSAD09R2CE9CXC7K1,01GSTC02ENMZSXQTXEFRW528QP
12/20/2022,01GSTC02EPSQ4Y3K97S1ECC2SK,01GSTC02EP59F9SYP6TJM5A2V7
2/10/2023,01GSTC02EQ52WW83JSFH27VYV7,01GSTC02EQ0RWATQEC185Y89GQ
2/13/2022,01GSTC02EQNXQ1C1NTYJCTM56K,01GSTC02ERBS9876M09W4RRKM4
2/10/2022,01GSTC02ER8AF4R1HCQZYQGYN3,01GSTC02ERCV20XDNJ0HP0KQVA
4/12/2022,01GSTC02ES12G1CTP15BHRNBWW,01GSTC02ESQRE4XBD7GDJ2VMWR
8/14/2022,01GSTC02ETYBYCSJA37TYBT44T,01GSTC02ET1CZD4KJSWZ4JQPWD
3/14/2022,01GSTC02ETN812RM67CNM0P2Y0,01GSTC02EV4K0FY54Z1BZ2FS51
10/5/2022,01GSTC02EVEHD8P9JRMRKJB7B0,01GSTC02EV85AM1RKEH8YW8HM6
9/17/2022,01GSTC02EW350EEYYXX8RW6MN8,01GSTC02EXRFEQDYYM9YAK8VKV
5/25/2022,01GSTC02EXGH4HEW4XNYVJD043,01GSTC02EXMK1RCJAMJM28J11M
3/30/2022,01GSTC02EYG24TR631HF5KS78W,01GSTC02EYX63T2D9615K00TZP
