cart_id,product_id,quantity,created_at,modified_at,user_id,order_id
01GSTC85ABVDJHE50R804HZWE8,01GSTC85ABPS970QBG1BQVY735,95,9/22/2022,7/28/2022,01GSTC85AD7JCKY486MMP63JA4,01GSTC85ADB7P42Z3XWF7GDPB3
01GSTC85ADNKKVKVY8MQGYBE10,01GSTC85AEZVYAC94BPKKXSF63,8,2/15/2022,3/2/2022,01GSTC85AFJ1GPBTW5MHJE9FGG,01GSTC85AGFSX58G4AZDWXSNZC
01GSTC85AGD3KWTTJMSGEGYTJK,01GSTC85AG5F2XVN4SX9538YSK,63,7/25/2022,2/15/2023,01GSTC85AJQFJ58Z173VV6153S,01GSTC85AJFJVAM0PWCHMDG9GS
01GSTC85AKYBVGVVEE6N3GA6HZ,01GSTC85AK8Z8YKBH58C0S52H9,92,12/11/2022,11/27/2022,01GSTC85ANWWK130KVE9ENFJH2,01GSTC85ANAMHKT7BRYGKNNC97
01GSTC85ANW3YX6TS2M3B8CDBG,01GSTC85APC2JMQ4MQTV06XCN0,33,6/15/2022,1/2/2022,01GSTC85AQ4Y8EDW1E0KK3ZEK4,01GSTC85AQ0RJN7HNHE218CZH5
01GSTC85ARM2EZWQ2GZE5X37HE,01GSTC85AR1E516NDWX1VVGB6X,5,2/13/2023,9/11/2022,01GSTC85ASKMQDGMC7YSYHHXHN,01GSTC85AT6ZQHD794XDX7XDN3
01GSTC85ATQHCPNWSN63057QCY,01GSTC85AVHWNZ3DY414T604W2,89,11/30/2022,6/6/2022,01GSTC85AWB9MC70C7N53H3CB1,01GSTC85AXPA80ZTT06G0GQV4Y
01GSTC85AX9MJFF72VNK1Z1TX2,01GSTC85AX0AFBREVCNHCYAA00,65,1/26/2023,5/22/2022,01GSTC85AYJK33SAVKB2T08118,01GSTC85AZ6Q08GWCC23GBAEAW
01GSTC85AZS2HT7DFF9P4F3XX7,01GSTC85AZCGXW28V4SMM225HG,94,11/13/2022,1/27/2023,01GSTC85B1MVS55P4CN6PZGC45,01GSTC85B1W0B7JQ95YHRHD7AV
01GSTC85B1049QNTCRJ4KS9GF8,01GSTC85B2AMPVQF48XKRPNZHG,41,3/15/2022,2/13/2023,01GSTC85B321BTB6M3S5RZK6S8,01GSTC85B3YMV4VN5175KGXW7Y
01GSTC85B4G0JAX5ZXBTPX2K38,01GSTC85B4752EP4KHC1KV4MRD,99,6/6/2022,5/7/2022,01GSTC85B5XDH1PF50D01XTSZV,01GSTC85B5GR7C7SQBQH0010N5
01GSTC85B6KXH5QKNAMBCKH4R9,01GSTC85B69FREAJRZ5139QG70,7,5/12/2022,8/9/2022,01GSTC85B86KYGPRNVGF2BB6RQ,01GSTC85B8VZ98RQSXD21VZC5H
01GSTC85B8Q47B4PGNSXHM0PCP,01GSTC85B9JZFKMTJ8MKVQFY2Z,14,1/11/2022,11/1/2022,01GSTC85BAZ7KN5BP3YDE2CJJF,01GSTC85BA2B5HZX7813SPQDT9
01GSTC85BBT76JKZ0Q5C3G5K1A,01GSTC85BB8PXAH8S3BCKRCV3S,73,7/29/2022,12/14/2022,01GSTC85BCPB5XXBQE5MTBPYBK,01GSTC85BDD4WCHTZZJC5XSCQD
01GSTC85BD8EJNQS8XEXQNT7RP,01GSTC85BDVNC73221WHVP6WG0,86,6/11/2022,8/14/2022,01GSTC85BFK5RS2QV2CPYQZZT1,01GSTC85BF5ZTHH2P8JMN2H9N6
01GSTC85BFHMMNY4BDCBCTWFNH,01GSTC85BG96THVMEC2TVR6ZAP,12,6/28/2022,11/15/2022,01GSTC85BH88B02V5S868FXSPW,01GSTC85BH69JCENGM3DBB4ACD
01GSTC85BHXTZ9R5ZM7CNK0GNA,01GSTC85BJFBWGMVNK9YC0BDRK,59,7/5/2022,9/15/2022,01GSTC85BKHVB23TT5XYVYSHMS,01GSTC85BKX893H7QCC44SQAXS
01GSTC85BMYZ3R71B5Y63NE09P,01GSTC85BM4QDJFE3Y3BMTS5AE,93,2/21/2022,9/18/2022,01GSTC85BNJZDE1HWXKYWG006H,01GSTC85BPYQC8VP6Q9YPWKVE7
01GSTC85BPK85Q5SRQ0RT1EXEG,01GSTC85BQS06DTWPZ8R5599B3,37,5/11/2022,5/3/2022,01GSTC85BR7D27KRVPX869FWTW,01GSTC85BREE269JNFFV36K8XK
01GSTC85BSEPBN7YJEPYPQ0TA5,01GSTC85BSQ1NMYRTPW1XFJHM6,65,2/28/2022,4/8/2022,01GSTC85BTCXWDNQFV74PCMSD1,01GSTC85BT8T0G588T0DAD2ZRA
01GSTC85BVK2RRGXSSWNCPKJ62,01GSTC85BVYD2G70802K8TB12E,82,11/20/2022,7/23/2022,01GSTC85BWZ94BY76T53ZG7YPG,01GSTC85BW5X18XVEWVFTD8TNF
01GSTC85BXXXZRP6KZWEEP44Z5,01GSTC85BXY848YQN4BFFTB084,1,9/17/2022,4/11/2022,01GSTC85BYE25ED7RW1N1999K1,01GSTC85BYYGM70RNK3HP1KRM1
01GSTC85BZCKN5VTKRX4NMDHGK,01GSTC85BZVK2T9VXD7YNHP519,13,2/19/2022,11/6/2022,01GSTC85C04E7RRFKFF336C2MK,01GSTC85C0XFXMQX42H7CYX3ND
01GSTC85C1JX4FBKRWP3DQJKM8,01GSTC85C15QE1SCR1TTX891W7,19,3/1/2022,9/30/2022,01GSTC85C355XMSRERPQ8427F6,01GSTC85C3J804B6S3MY9Z4YKN
01GSTC85C3GDQ49GME2M0D456D,01GSTC85C4CSRNB9G9T9P3947B,38,4/13/2022,1/14/2022,01GSTC85C5QHGGQTRFJDX8FWFY,01GSTC85C5Z4Y5T8H1TTEWB159
01GSTC85C5B16DTE60B0600XKA,01GSTC85C6BTCXRH5WMKNPQQ1E,43,7/31/2022,10/1/2022,01GSTC85C7RVF315TY26TGY7C6,01GSTC85C7ZM8KZS694NBBDN72
01GSTC85C7QWGY0VQ8BH8ZCR8M,01GSTC85C8Z4JJE89JB6VPSJBP,13,2/1/2023,5/11/2022,01GSTC85C9BVD86EYYQFWNFD84,01GSTC85C9CNK4VF3HH71YBWBP
01GSTC85C9S0K2ZWTJKY0V5B9Q,01GSTC85CA8XFCDCAAY5K8RPQY,59,8/21/2022,7/7/2022,01GSTC85CBPXVG9SH602MFFMHJ,01GSTC85CB6YYAKC6NYSS1EGEX
01GSTC85CCD7W5M7YKBKTSYJ5D,01GSTC85CC8P9XZ225WHBB47X2,73,2/12/2022,8/14/2022,01GSTC85CEREPCAXRTQY7KBW3W,01GSTC85CF4205FFHVTD6Q9BES
01GSTC85CG4NC2EGCJ9G2P987B,01GSTC85CGVPFNPZ5MQMQWTS3M,39,3/11/2022,2/20/2023,01GSTC85CKHECA4MTMY8HQHSB8,01GSTC85CKBSVMSPZJST9HXZW8
01GSTC85CKSK8XSJ7E8GH9BZBP,01GSTC85CMH2MK00PNGPSR2KV4,69,4/9/2022,11/3/2022,01GSTC85CN8K9G837B81MJZERM,01GSTC85CPK0GADY21CQ6K2G7X
01GSTC85CQP68WWSYJM6TPC8Z4,01GSTC85CQNHK1CPCE8WQPAX82,75,11/23/2022,5/28/2022,01GSTC85CSNYSVX7CTMH9BRTZS,01GSTC85CSG92200DYWZPM9PT1
01GSTC85CT5HRZRE0B7Q5T3MJ9,01GSTC85CT7K3XMN84P9XBTD7D,91,7/16/2022,1/2/2023,01GSTC85CWG6FRBXD09FYKZZNF,01GSTC85CWS4XZRYW801E6J1MN
01GSTC85CWSH2066RWZCE0SSSR,01GSTC85CX260T4PBGGNMVBW0W,91,6/25/2022,4/20/2022,01GSTC85DNP5G3HYDCX6HVVC24,01GSTC85DP9P0D8W1859SR4Z0H
01GSTC85DQRAC808X3CR3WTJRA,01GSTC85DR8NWSMXN0ZCNBX4NZ,51,9/6/2022,8/30/2022,01GSTC85DVBJ5FX4PZR5BSM46E,01GSTC85DV63JPFZG6WJYAHED2
01GSTC85DWX17MQG8VZEYN9MK1,01GSTC85DWC3MF7AQCP8T41PES,89,9/5/2022,2/16/2023,01GSTC85DYQHVD6F6BTNGQHDCN,01GSTC85DZNYDM8WFKVSN7EWBN
01GSTC85E0T9DR5F4BHWFKNCZX,01GSTC85E0RVFQQZD4A02102EV,13,9/2/2022,1/1/2023,01GSTC85E1JK32MC3PAVPFQ4RR,01GSTC85E2NZP541KP0F9ZSY72
01GSTC85E3RXKW1WG2ZGRB65RK,01GSTC85E3P86FR6YZ29QH9AHR,60,1/22/2022,12/4/2022,01GSTC85E5V24GX7HMDFVTAJFJ,01GSTC85E5FYEXAV6MFR73ZFH1
01GSTC85E64DWW9JX31RP7SB8V,01GSTC85E7YBDK6P413VT2ZKNE,32,4/26/2022,2/22/2022,01GSTC85E94YE1PN1A989W6K3C,01GSTC85E9RTA1RQN4JYGRTW1C
01GSTC85EAR7KCKMR9B3BQ0K6Q,01GSTC85EANP1J1B22PDBTMJCV,88,7/5/2022,1/8/2022,01GSTC85ECH9R6531TTSHRWXQP,01GSTC85EC53T69XKKWVP4JPTT
01GSTC85ED9ZHJKPX5RENYKXC2,01GSTC85ED3AETEGS0EA030Z8Y,12,9/24/2022,9/4/2022,01GSTC85EF2TVC51MWBEHGWSWD,01GSTC85EG3533GDWJS81A1DKG
01GSTC85EHR7XK4JSF9GN14RAW,01GSTC85EHJ4D8PFRY0RGCRA41,61,2/21/2022,1/26/2023,01GSTC85EKR5A9B06QCAQ46JCS,01GSTC85EK9YJYJNB8FWX5F1Y5
01GSTC85EMADFCPVZVFPN2JC7E,01GSTC85EN23TNJNH92P62QH66,12,12/28/2022,5/30/2022,01GSTC85EPEPJY4DRCJK1A5551,01GSTC85EQNT1ZRP6CJEH0C78Z
01GSTC85EQJMDARAP34NQ6N508,01GSTC85EQPA57T3GTBFMP3RRQ,54,4/9/2022,1/11/2023,01GSTC85ERNXWE451VMTCTGMKC,01GSTC85ESHT5AA8TJY8YC3X7H
01GSTC85ES1X2X7VDYACMXCTMC,01GSTC85ES3FNR5FQX5N2AQ9TZ,23,8/2/2022,8/20/2022,01GSTC85ETR4W284B4YCNMRHHK,01GSTC85EVBEY67E9KGSZ414PF
01GSTC85EVNMFQ405CGF2Z1VW9,01GSTC85EVHP10M97Q04XS9437,73,12/17/2022,12/11/2022,01GSTC85EW9WEHZ36V2KEF3M32,01GSTC85EX6DN9KMAEF5SCEHTX
01GSTC85EX8GB688YV2X274QV0,01GSTC85EXVN0NTEM55S3VH0P6,1,3/17/2022,9/23/2022,01GSTC85EZFTKJTMFZCC491WZ8,01GSTC85EZ03HJR32K4299E8BS
01GSTC85F0S0CB3B0QMWWE0WKR,01GSTC85F0SGEHYF938CK5CKED,27,6/22/2022,9/26/2022,01GSTC85F29MQWQFT6C3ZT73P0,01GSTC85F329G24HXYCMW6W4HG
01GSTC85F3A3KGHWDBVZ0Y0B3S,01GSTC85F4N687659J2M7NCKRJ,46,2/1/2023,1/14/2023,01GSTC85F63EMJ0WDTXD5VX61B,01GSTC85F7ZXA1Q93EBDDPM960
01GSTC85F7K0REH085K04QV1EB,01GSTC85F8G007Y1CXNZM2BH62,47,9/14/2022,8/24/2022,01GSTC85F9RM6SYSE6QTJ4HXZ6,01GSTC85F9WCYDJKT2S3771KAG
01GSTC85FADAYVRC2A6E7RP461,01GSTC85FA8PN3E5ZTJEWMGGPD,69,8/22/2022,2/28/2022,01GSTC85FBN8RYCXKKQWH7CT0N,01GSTC85FBT4599BGJ56AVVGK4
01GSTC85FCMSC760QHBVKQ10J5,01GSTC85FCEWGQA37PN9XPBMDH,41,1/22/2023,1/26/2023,01GSTC85FDY5SRJPY70JDRR9Y8,01GSTC85FD2GPT3EMBHE9A3RT7
01GSTC85FE9QKSMKJS9EF9GB9E,01GSTC85FEQPD21PG2GQSA01FG,69,9/15/2022,1/22/2022,01GSTC85FFV30T9JEZXVFVT4WV,01GSTC85FFPGKPEMNSCH3RT34G
01GSTC85FG9XQ5PHE48DE3DSQ0,01GSTC85FG4HAR3SKMAPV3347P,67,12/27/2022,4/7/2022,01GSTC85FH23E6ZN9EYGCG5159,01GSTC85FHYDZQ7VFKFKRZZPC7
01GSTC85FHSYNTYE9RBTV2PJFW,01GSTC85FJS22K1HPV4C42EH18,55,11/23/2022,4/27/2022,01GSTC85FKPTX7QM6Z1ZW8J354,01GSTC85FKEEGHVMN6D7RJ0NSE
01GSTC85FKDC02HKNZFBNVWX3J,01GSTC85FMS02CET9H3PY9TBHX,41,1/14/2022,3/15/2022,01GSTC85FNXMME14SVRRF0ZHXQ,01GSTC85FNAYP2R539WPRKEGVA
01GSTC85FN85CPRDNT8XHS5RRR,01GSTC85FNGQ65K27XB5RZJA5S,25,1/31/2023,7/29/2022,01GSTC85FPMB6WSYJ5HZWCYT0K,01GSTC85FQDQWG8XN9ZDT37NWX
01GSTC85FQSE3DCZNCY0338W72,01GSTC85FQV92YVM0XJSJTY273,100,4/25/2022,1/26/2023,01GSTC85FR8Y8K0QZ5EMS0RE74,01GSTC85FSA7R82KEAVAECX4KQ
01GSTC85FSFRTN3DMZT6T4PCV1,01GSTC85FSQS7B6QPPYVHJMT4R,90,11/20/2022,6/23/2022,01GSTC85FT72MM19J7G7S19Y2B,01GSTC85FT99T7EWXKSDVBDDCM
01GSTC85FV4HA885W1F1SVDY6Z,01GSTC85FVAY34RPH9S4KVX5PN,79,7/30/2022,1/11/2023,01GSTC85FW1YMQK4DB9350KDE9,01GSTC85FWG6Q1DQ4YSKSNN9XZ
01GSTC85FX773Q5RAXAXXXDXSW,01GSTC85FXMC3YQHX0BJH54J5Y,100,9/3/2022,8/4/2022,01GSTC85FZYZWRF459ZHEFYRKS,01GSTC85G020HGR7Q1RYES1511
01GSTC85G0NWZ1WNE8V01WRGT6,01GSTC85G4TNK9V722B7PZJM8H,12,12/20/2022,8/24/2022,01GSTC85G6R4KTAFTWVZET058B,01GSTC85G7ETGEVSVQ7K9FPMNB
01GSTC85G8YSJNWAVVQ3VBJZCK,01GSTC85G9WWZ1RRJYP6B11TMC,47,3/20/2022,3/4/2022,01GSTC85GCBRREVJ9S762MGAB4,01GSTC85GC9NJAYYJ1QZB9QZC7
01GSTC85GDD9XFJSFDX14BQ5B7,01GSTC85GEJQTK70XSB0KDXWAJ,31,6/6/2022,7/31/2022,01GSTC85GHARBH6S8NP996PZ8Y,01GSTC85GJS09TXBBE82CNXMZR
01GSTC85GK8Y404D6DGNZKWCRE,01GSTC85GK4FJYDWWT9Y6E15VT,34,10/16/2022,4/29/2022,01GSTC85GNEDXNGWQKG5063YKG,01GSTC85GPJHXF7581WP7AY3DW
01GSTC85GPTFZXWRNTWGMXF55D,01GSTC85GQXJ0QZ9E8W54J6D7S,14,3/11/2022,11/2/2022,01GSTC85GRAN8GQGE3YG5SPQZK,01GSTC85GSMSNAGXKG7912JS3Y
01GSTC85GSWGV5GYS59S041YP8,01GSTC85GTNKW68WTQ91BHWVAA,72,7/4/2022,11/26/2022,01GSTC85GV5WJ1E566W4TXG68C,01GSTC85GVJ47S75JH2YR7HB6J
01GSTC85GW1Y28RSJRSCVXNQM8,01GSTC85GWBEHZM0CA0ZGAPV38,18,9/2/2022,5/6/2022,01GSTC85GXTRRWXSWZJFPHADZG,01GSTC85GX3T7TQDZD4A3E3PGQ
01GSTC85GXF1CB40DG9XN3PP3K,01GSTC85GY2C94Y3TEWGZJZ5R8,27,7/15/2022,5/9/2022,01GSTC85GZDAYZ9HNNTW5NMS5F,01GSTC85GZWXBYXX2Y7SCTAN75
01GSTC85GZ1SPK44ZWCWE8G77B,01GSTC85H0BGN08H84B7QG4N6P,81,3/18/2022,6/23/2022,01GSTC85H1FJ23BA97M3WYAPV4,01GSTC85H1GP8YQHC7C8BMMBZH
01GSTC85H16SJK9K6XRG11QW2Z,01GSTC85H1WBKPC9C26Q3KFV0N,79,5/15/2022,1/28/2023,01GSTC85H3GSA5KTWNCZGB93AG,01GSTC85H3B5AQW4BTATK8C7SJ
01GSTC85H3Q94XTC16GJFS4427,01GSTC85H3VV3ETYSJGCR43VJD,82,4/25/2022,8/17/2022,01GSTC85H4C26W927HMSHKCC42,01GSTC85H5696722NVK1ND7KEP
01GSTC85H5ES4FK35G44ZJ1KMB,01GSTC85H5XVKG1K09CNRG7DGK,84,7/10/2022,4/10/2022,01GSTC85H6PQXWGYY5WGAMGMS1,01GSTC85H7WTYX6K79E5SDMR40
01GSTC85H7ED5CFSHPYKS4SM6J,01GSTC85H7ZHA4XRGNVYCR2051,79,3/17/2022,2/20/2023,01GSTC85H8KX2P2DHFTZZFHVRH,01GSTC85H90P0J3T0C0MKM1S42
01GSTC85H9MRRXNPF4VWCRAK9S,01GSTC85H9G8XSGCBB653PWHCG,9,2/16/2023,10/23/2022,01GSTC85HAR2241256ZV5HNWWA,01GSTC85HBBZ8XMGJDFMPEYH15
01GSTC85HB53EM93V7GGFSZ19C,01GSTC85HB12Y0NRCKXXHXVBF7,17,6/2/2022,10/19/2022,01GSTC85HC3BH3KWWDXD5KRHVP,01GSTC85HDG4RTPANW72FCV52G
01GSTC85HD36JC5AQQ2RJNY8ZG,01GSTC85HDYG57YDQ6H238PKD3,49,7/8/2022,5/19/2022,01GSTC85HEPY8NDN2BXZ8P2MC9,01GSTC85HECA2KT2F3KY8JA0JX
01GSTC85HFGMA47Y07PX29K85P,01GSTC85HFMMGDRG1VVFW0QV45,94,7/11/2022,7/16/2022,01GSTC85HG8R8475P3RPAPFCXR,01GSTC85HH4BF4MQ6MWKDX840H
01GSTC85HH86QHSWQZ7166A65B,01GSTC85HJDHHWDT9ZWGJNNZ4Y,90,8/24/2022,7/8/2022,01GSTC85HKJHM1H6V1VDJ0KYJH,01GSTC85HK5G3CNQCZ5YTXR4AC
01GSTC85HM053YNBKQ21WV2AA5,01GSTC85HMAFARZ2XST6K7FQEZ,15,10/15/2022,1/14/2022,01GSTC85HNP9D52ZESA654F8CR,01GSTC85HNDM32V1PZ7R4DBXF0
01GSTC85HNWKB3YQ1KER7DMYHX,01GSTC85HPB45HTY45VGHJD5SH,52,3/12/2022,9/6/2022,01GSTC85HQJ83S66PRT3HPQBDH,01GSTC85HQK6HD5TRDZ04KQN0D
01GSTC85HQCDZ975VRB9Y4Y3VY,01GSTC85HQKJ3YSTY5QF86DXY9,88,2/19/2023,4/29/2022,01GSTC85HR791WHGGNKN4HVCYH,01GSTC85HSE8HJQ5J13RCH9Q2B
01GSTC85HSDEJ5JSK144M2G44Z,01GSTC85HSG2WN2EWE8T1TBEDE,38,1/21/2023,3/20/2022,01GSTC85HT4CRCKFQDMPZ3VHF4,01GSTC85HTZ6SESJN07JXC5H67
01GSTC85HV5G4D35P7WTDMT23V,01GSTC85HVQYW0HS91N4K083JD,9,4/10/2022,4/26/2022,01GSTC85HWXKNNE4V523G6TMJ3,01GSTC85HWG4CFXX1VAQENHDWR
01GSTC85HXBB1Y8NE1YMCESJ6C,01GSTC85HXJT0E1AFH9JB22CT4,45,5/10/2022,9/16/2022,01GSTC85HY1YPXJKCNXW1GPHZR,01GSTC85HZAHT682HCX5KHZNRM
01GSTC85HZMQWDQ9BMQGP17XB3,01GSTC85HZ3CCPN8JTZZEMJAD5,28,2/8/2023,7/20/2022,01GSTC85J0YT721H3FWV5JYXRE,01GSTC85J15A6D3FHKFBJ5CGGA
01GSTC85J1B1AM49JKETSTCGKK,01GSTC85J1Y9GQRY1E2W81YJYD,94,7/7/2022,1/29/2023,01GSTC85J2E5M6W2YDYS0HMJQF,01GSTC85J32BZ1FEPTS58SMNEE
01GSTC85J3P0D1DWSXZ12YC35K,01GSTC85J3MJRSA6Q3Y4KGCQFZ,19,1/13/2022,9/22/2022,01GSTC85J4K0819THRHDB1D34Y,01GSTC85J4DRN36RQZC284YGGB
01GSTC85J5967GKS2CDJT0J779,01GSTC85J5WTEZRBGR9Y3112Q1,12,2/5/2022,1/3/2022,01GSTC85J6G5XYYWG1PPT6G5V7,01GSTC85J73BZFF767X29R222E
01GSTC85J7F7KD4WXBK90PJ2AT,01GSTC85J7G0PME2XSKGEGTN0R,60,1/13/2022,11/5/2022,01GSTC85J85GWVVZ5WHNHW4XC1,01GSTC85J8ZCM0YRASQGVTTHCW
01GSTC85J9HS8C9GRQ63FDP60G,01GSTC85J905R1DSS78KYZSH0K,4,9/12/2022,5/3/2022,01GSTC85JAEW2YQYD5NAREWFNM,01GSTC85JATWXK4NTY3G4AWDDJ
01GSTC85JBG1Z3DK1GAZ087J4A,01GSTC85JB1V2MA4P2ZJV4PC0Z,75,2/4/2023,6/26/2022,01GSTC85JCM6MHK9E4Q0Z8FVV4,01GSTC85JCAEB9KCMX41QAD1QH
01GSTC85JDR9WKE9QYKN4QEV2N,01GSTC85JDE0RTMECS3G6DT93G,73,10/13/2022,1/19/2023,01GSTC85JEYBQC4M9YEDXCK42F,01GSTC85JFQDK65K96B76BW3KB
01GSTC85JF8P83SR7K16QAVD8E,01GSTC85JF9BR1VM5FV12JSH9N,29,8/27/2022,11/26/2022,01GSTC85JGYD74SFEMYHYBN3SK,01GSTC85JGJRARJ9JNZW1W0YVT
01GSTC85JH52RHS02HVMH7SXYF,01GSTC85JHNXZ3H62MHCX10K0T,30,4/3/2022,5/28/2022,01GSTC85JJHSM8MVAHMW78PXTH,01GSTC85JJNAFQV2TF28854AJM
01GSTC85JKRSW2BA7K1HB39CFJ,01GSTC85JK2FXFHQKPSJ01S7EG,96,5/3/2022,6/16/2022,01GSTC85JM91MN7XB2M675A5AT,01GSTC85JME6JTBZ89D4HSKK6M
01GSTC85JMTCQ74Y78AJ48G340,01GSTC85JNCA71T4BCM6BCTYJW,52,2/16/2022,2/6/2023,01GSTC85JPE6VEXVX27R47M3EE,01GSTC85JPY378G0BEJ7DAR1XF
01GSTC85JPXGDGMPQ1M36E58WP,01GSTC85JQCDWD6HMC6N6W6ED0,7,7/30/2022,1/30/2022,01GSTC85JRN1KDJJT64ZSXT78Y,01GSTC85JRM7R60316ESJYK01R
01GSTC85JR51HN4MZQJJFMCWXX,01GSTC85JS89R5TTHFPYKZKN5A,57,8/14/2022,3/18/2022,01GSTC85JTRCTF9JVVBYM3GF5M,01GSTC85JTW8Y72FRGHJ11Q7HC
01GSTC85JT5P2ANVGEKC6EB8D2,01GSTC85JV6HRRR6G5BHADW56J,33,4/25/2022,4/29/2022,01GSTC85JW4FWYDTCCJAV0V2YG,01GSTC85JWV1KVP2EFPBAEE0PD
